问题,回答,所属分类
MySQL 数据库 CPU 飙升到 500% 的话他怎么处理？,"当 CPU 飙升到 500% 时，先用操作系统命令 top 命令观察是不是 mysqld 占用导致的，如果不是，找出占用高的进程，并进行相关处理。
如果是 mysqld 造成的，通过 SHOW PROCESSLIST 查看正在运行的线程，是不是有消耗资源的 SQL 在运行，找出其中消耗高的 SQL，看看执行计划是否准确， index 是否缺失，或者是数据量太大造成。
然后 kill 掉这些线程（同时观察 CPU 使用率是否下降），等进行相应的调整（比如说加索引、改 SQL、改内存参数）之后，再重新跑这些 SQL。
若每个 SQL 消耗资源都不多，只是同一时间大量的 session 连进来导致 CPU 飙升，这种情况就需要分析为何连接数会激增，再做出相应的调整，比如说限制连接数等
MySQL面试题",
Redis 内存淘汰策略有哪些？,"volatile-lru：从已设置过期时间的数据集（server. db[i]. expires）中挑选最近最少使用的数据淘汰；
volatile-ttl：从已设置过期时间的数据集（server. db[i]. expires）中挑选将要过期的数据淘汰。
volatile-random：从已设置过期时间的数据集（server. db[i]. expires）中任意选择数据淘汰。
allkeys-lru：从数据集（server. db[i]. dict）中挑选最近最少使用的数据淘汰。
allkeys-random：从数据集（server. db[i]. dict）中任意选择数据淘汰。
MySQL面试题",
MySQL,"为了方便维护，校对错误等，目前改为只提供一种阅读方式，看这里：MySQL面试题阅读指南（必看）
MySQL面试题阅读指南（必看）
MySQL面试题",
MySQL的redo log，undo log，bin log都是干什么的,"redo log是InnoDB引擎特有的，只记录该引擎中表的修改记录。binlog是MySQL的Server层实现的，会记录所有引擎对数据库的修改。
redo log是物理日志，记录的是在具体某个数据页上做了什么修改；binlog是逻辑日志，记录的是这个语句的原始逻辑。
redo log是循环写的，空间固定会用完；binlog是可以追加写入的，binlog文件写到一定大小后会切换到下一个，并不会覆盖以前的日志。
1、redolog记录修改内容（哪一页发生了什么变化），写于事务开始前，用于数据未落磁盘，但数据库挂了后的数据恢复
2、binlog记录修改SQL，写于事务提交时，可用于读写分离
3、undolog记录修改前记录，用于回滚和多版本并发控制
MySQL面试题",
SQL 与 MySQL 有什么区别,"SQL 和 MySQL 是 DBMS 中最令人困惑的两个术语，二者之间存在本质上的区别。
MySQL面试题",
添加索引的原则,"索引虽好，但也不是无限制使用的，以下为添加索引时需要遵循的几项建议性原则：
MySQL面试题",
有哪些事务状态,MySQL面试题,
什么是死锁？如何解决死锁？,"死锁是指两个或多个事务在同一资源上相互占用，并请求锁定对方的资源，从而导致恶性循环的现象。
常见的解决死锁的方法
MySQL面试题",
什么是超键？什么是主键？,"超 键：在关系中，能唯一标识元组的属性集称为关系模式的超键。一个属性可以作为一个超键，多个属性组合在一起也可以作为一个超键。超键包含候选键和主键。
候选键：是最小超键，即没有冗余元素的超键。
主 键：数据库表中对储存数据对象予以 唯一和完整标识的数据列或属性的组合。一个数据列只能有一个主键，且主键的取值不能缺失，即不能为空值（NULL）。
外 键：在一个表中存在的另一个表的主键称此表的外键，外键可以有重复的, 可以是空值。外键是用来和其他表建立联系用的。
MySQL面试题",
DROP、DELETE 与 TRUNCATE 的区别,"三种都可以表示删除，其中的细微区别之处如下：
因此，在不再需要一张表的时候，采用 DROP；在想删除部分数据行时候，用 DELETE；在保留表而删除所有数据的时候用 TRUNCATE。
MySQL面试题",
为什么要分库分表,"数据库中的数据量不一定是可控的，随着时间和业务的发展，库中的表会越来越多，表中的数据量也会越来越大，相应地数据操作，例如 增删改查的开销 也会越来越大；另外，若不进行分布式部署，而一台服务器的 资源 （CPU、磁盘、内存、IO 等）是有限的，最终数据库所能承载的数据量、数据处理能力都将遭遇瓶颈。所以，从 性能 和 可用性 角度考虑，会进行数据库拆分处理，具体地说，把原本存储于一个库的数据分块存储到多个库上，把原本存储于一个表的数据分块存储到多个表上，即 分库分表。
MySQL面试题",
分库分表存在哪些问题,"事务问题：分库分表后，就成了分布式事务。如果依赖数据库本身的分布式事务管理功能去执行事务，将付出高昂的性能代价； 如果由应用程序去协助控制，形成程序逻辑上的事务，又会造成编程方面的负担。
跨库跨表的 JOIN 问题：在执行了分库分表之后，难以避免会将原本逻辑关联性很强的数据划分到不同的表、不同的库上，这时，表的关联操作将受到限制，我们无法 JOIN 位于不同分库的表，也无法 JOIN 分表粒度不同的表，结果原本一次查询能够完成的业务，可能需要多次查询才能完成。
额外的数据管理负担和数据运算压力：额外的数据管理负担，最为常见的是数据的 定位问题 和数据的 增删改查 的重复执行问题，这些都可以通过应用程序来解决，但必然会引起额外的逻辑运算。
MySQL面试题",
MySQL 读写分离的实现方案,"MySQL 读写分离的实现方式主要基于 主从复制，通过 路由的方式 使应用对数据库的写请求只在 Master 上进行，读请求在 Slave 上进行。
具体地，有以下四种实现方案：
方案一：基于 MySQL proxy 代理
在应用和数据库之间增加 代理层，代理层接收应用对数据库的请求，根据不同请求类型（即是读 read 还是写 write）转发到不同的实例，在实现读写分离的同时可以实现负载均衡。MySQL 的代理最常见的是 mysql-proxy、cobar、mycat、Atlas 等。
方案二：基于应用内路由
基于应用内路由的方式即为在应用程序中实现，针对不同的请求类型去不同的实例执行 SQL。
具体实现可基于 spring 的 aop：用 aop 来拦截 spring 项目的 dao 层方法，根据方法名称就可以判断要执行的类型，进而动态切换主从数据源。
方案三：基于 MySQL-Connector-Java 的 JDBC 驱动方式
Java 程序通过在连接 MySQL 的 JDBC 中配置主库与从库等地址，JDBC 会自动将读请求发送给从库，将写请求发送给主库，此外， MySQL 的 JDBC 驱动还能够实现多个从库的负载均衡。
方案四：基于 sharding-jdbc 的方式
sharding-sphere 是强大的读写分离、分表分库中间件，sharding-jdbc 是 sharding-sphere 的核心模块。
MySQL面试题",
Node.js基础面试题阅读指南（必看）,"大家好，我是帅地。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
Node.js面试题

ㅤ普通",
请介绍一下node里的模块是什么,"Node中，每个文件模块都是一个对象，它的定义如下：
所有的模块都是 Module 的实例。可以看到，当前模块（module.js）也是 Module 的一个实例。
Node.js面试题

ㅤ普通",
我们知道node导出模块有两种方式，一种是exports.xxx=xxx和Module.exports={}有什么区别吗,"Node.js面试题

ㅤ普通",
"为什么用Nodejs,它有哪些缺点","当然Nodejs也有一些缺点：
Node.js面试题

ㅤ普通",
如何用Node监听80端口,"Node.js面试题

ㅤ普通",
node.js有哪些常用模块,"util是node 里面一个工具模块，node里面几乎所有的模块都会用到这个模块
功能：
1.实现继承这是主要功能
2.实现对象的完整输出
3.实现判断数据类型
path模块
功能：格式规范化路径
fs模块
功能：
1.操作文件
2.操作目录
http模块：用于搭建HTTP服务端和客户端
url模块：用户解析和处理URL字符串
url.parse(将url字符串解析并返回一个url的对象)
url.format(将url对象编程一个url字符串并返回)
url.resolve(将url中的参数用/进行拼接)
zlib模块：提供了用Gzip和Deflate/Inflate实现的压缩功能
socket.io: 实现客服端与服务端之间的实时通信方式
uglify-js: 用来压缩合并js文件
child_process：新建子进程。
querystring：解析URL中的查询字符串。
crypto：提供加密和解密功能。
Node.js面试题

ㅤ普通",
node如何实现异步非阻塞（I/O）,"在node中，I/O（输入输出）是异步非堵塞的关键，I/O操作通常比较耗时但不会独占CPU，典型的I/O比如文件读写，远程数据库读写，网络请求等，如果用同步API来进行I/O操作，在返回结果之前就只能等待，此时阻塞代码会霸占cpu，导致本进程所有代码都等待，而node.js里面的I/O API都是不会霸占CPU的（原因：node中的核心库libuv会将建立的所有I/O操作内容绑定到单个线程上。只要每个事件循环在不同的线程中，就可以运行多个事件循环，libuv为Node.js提供了跨平台、线程池、事件池、异步I/O等能力），所以是非阻塞的。拿JS中的setTimeout来打比方，当用户使用setTimeout时，JS会开辟出一个异步线程池，与主线程分开执行，结果就是之前的代码继续执行，setTimeout的代码延时执行，等成功后再调用主线程的方法
Node.js面试题

ㅤ普通",
node中的exports如何实现的，它和module.exports有什么关系,"exports实现：exports = module.exports = {};就好像是var a = {  } var b = a，看上去没有太大区别，但使用起来却又不同module是一个对象，当我们在控制台输入node并执行，在node中执行module或者执行js文件打印module时会发现以下log
不难发现，module是Module的实例，exports是其中一个属性，也就是说当你在node中执行一个js文件或者使用
require引入模块时，nodejs都会新建一个var module = new Module（），并执行exports = module.exports，
这也就是为什么直接打印exports和exports时，控制台不会报错，如果在node中执行以下代码，就能清楚的看出
这二者的引用关系了
Node.js面试题

ㅤ普通",
谈谈Node.js加载模块机制,"node.js中模块有两种类型：核心模块和文件模块
核心模块直接使用名称获取，文件模块只能按照路径加载（可以省略默认的.js拓展名，不是js文件的话需要显示声明书写）
模块加载规则：
核心模块优先级最高，直接使用名字加载，在有命名冲突的时候首先加载核心模块可通过绝对路径和相对路径查找查找node_modules目录，我们知道在调用 npm install  命令的时候会在当前目录下创建node_module目录(如果不存在) 安装模块，当 require 遇到一个既不是核心模块,又不是以路径形式表示的模块名称时,会试图 在当前目录下的 node_modules 目录中来查找是不是有这样一个模块。如果没有找到,则会 在当前目录的上一层中的 node_modules 目录中继续查找,反复执行这一过程,直到遇到根目录为止
Node.js面试题

ㅤ普通",
