问题,回答,所属分类
ngnix 的正向代理与反向代理?,"web 开发中，部署方式大致类似。简单来说，使用 Nginx 主要是为了实现分流、转发、负载均衡，以及分担服务器的压力。Nginx 部署简单，内存消耗少，成本低。Nginx 既可以做正向代理，也可以做反向代理。
正向代理：请求经过代理服务器从局域网发出，然后到达互联网上的服务器。
特点：服务端并不知道真正的客户端是谁。
反向代理：请求从互联网发出，先进入代理服务器，再转发给局域网内的服务器。
特点：客户端并不知道真正的服务端是谁。
区别：正向代理的对象是客户端。反向代理的对象是服务端。
Python后台开发

ㅤ普通",
简述 Django 下的（内建的）缓存机制?,"一个动态网站的基本权衡点就是，它是动态的。每次用户请求页面，服务器会重新计算。从开销处理的角度来看，这比你读取一个现成的标准文件的代价要昂贵的多。
这就是需要缓存的地方。
Django 自带了一个健壮的缓存系统来保存动态页面这样避免对于每次请求都重新计算。方便起见，Django 提供了不同级别的缓存粒度：可以缓存特定视图的输出、可以仅仅缓存那些很难生产出来的部分、或者可以缓存整个网站 Django 也能很好的配合那些“下游”缓存， 比如 Squid 和基于浏览器的缓存。这里有一些缓存不必要直接去控制但是可以提供线索， (via HTTPheaders)关于网站哪些部分需要缓存和如何缓存。
设置缓存：
缓存系统需要一些设置才能使用。 也就是说，你必须告诉他你要把数据缓存在哪里- 是数据库中，文件系统或者直接在内存中。这个决定很重要，因为它会影响你的缓存性能，是的，一些缓存类型要比其他的缓存类型更快速。
你的缓存配置是通过 setting 文件的 CACHES 配置来实现的。这里有 CACHES 所有可配置的变量值。
Python后台开发

ㅤ普通",
Django HTTP 请求的处理流程？,"Django 和其他 Web 框架的 HTTP 处理的流程大致相同，Django 处理一个 Request 的过程是首先通过中间件，然后再通过默认的 URL 方式进行的。我们可以在 Middleware 这个地方把所有 Request 拦截住，用我们自己的方式完成处理以后直接返回 Response。
(1) 加载配置
Django 的配置都在 “Project/settings.py” 中定义，可以是 Django 的配置，也可以是自定义的配置，并且都通过 django.conf.settings 访问，非常方便。
(2) 启动
最核心动作的是通过 django.core.management.commands.runfcgi 的 Command 来启动，它运行 django.core.servers.fastcgi 中的 runfastcgi，runfastcgi 使用了 flup 的 WSGIServer 来启动 fastcgi 。而 WSGIServer 中携带了 django.core.handlers.wsgi 的 WSGIHandler 类的一个实例，通过 WSGIHandler 来处理由 Web 服务器（比如 Apache，Lighttpd 等）传过来的请求，此时才是真正进入 Django 的世界。
(3) 处理 Request
当有 HTTP 请求来时，WSGIHandler 就开始工作了，它从 BaseHandler 继承而来。WSGIHandler 为每个请求创建一个 WSGIRequest 实例，而 WSGIRequest 是从 http.HttpRequest 继承而来。接下来就开始创建 Response 了。
(4) 创建 Response
BaseHandler 的 get_response 方法就是根据 request 创建 response，而具体生成 response 的动作就是执行 urls.py 中对应的 view 函数了，这也是 Django 可以处理“友好 URL ”的关键步骤，每个这样的函数都要返回一个 Response 实例。此时一般的做法是通过 loader 加载 template 并生成页面内容，其中重要的就是通过 ORM 技术从数据库中取出数据，并渲染到 Template 中，从而生成具体的页面了。
(5) 处理 Response
Django 返回 Response 给 flup，flup 就取出 Response 的内容返回给 Web 服务器，由后者返回给浏览器。
总之，Django 在 fastcgi 中主要做了两件事：处理 Request 和创建 Response，而它们对应的核心就是“ urls 分析”、“模板技术”和“ ORM 技术”。
Python后台开发

ㅤ普通",
Django 里 QuerySet 的 get 和 filter 方法的区别？,"(1) 输入参数
get 的参数只能是 model 中定义的那些字段，只支持严格匹配。filter 的参数可以是字段，也可以是扩展的 where 查询关键字，如 in，like 等。
(2) 返回值
get 返回值是一个定义的 model 对象。filter 返回值是一个新的 QuerySet 对象，然后可以对 QuerySet 在进行查询返回新的 QuerySet 对象，支持链式操作，QuerySet 一个集合对象，可使用迭代或者遍历，切片等，但是不等于 list 类型(使用一定要注意)。
(3) 异常
get 只有一条记录返回的时候才正常，也就说明 get 的查询字段必须是主键或者唯一约束的字段。当返回多条记录或者是没有找到记录的时候都会抛出异常 filter 有没有匹配的记录都可以
Python后台开发

ㅤ普通",
跨域请求问题 django 怎么解决的？,"Python后台开发

ㅤ普通",
Django 对数据查询结果排序怎么做，降序怎么做，查询大于某个字段怎么做？,"Python后台开发

ㅤ普通",
Django 重定向你是如何实现的？用的什么状态码？,"Python后台开发

ㅤ普通",
生成迁移文件和执行迁移文件的命令是什么？,"python manage.py makemigrations
python manage.py migrate
Python后台开发

ㅤ普通",
关系型数据库的关系包括哪些类型？,"Python后台开发

ㅤ普通",
查询集返回列表的过滤器有哪些？,"Python后台开发

ㅤ普通",
Django 本身提供了 runserver，为什么不能用来部署？,"runserver 方法是调试 Django 时经常用到的运行方式，它使用 Django 自带的 WSGI Server 运行，主要在测试和开发中使用，并且 runserver 开启的方式也是单进程 。
uWSGI 是一个 Web 服务器，它实现了 WSGI 协议、uwsgi、http 等协议。注意 uwsgi 是一种通信协议，而 uWSGI 是实现 uwsgi 协议和 WSGI 协议的 Web 服务器。uWSGI 具有超快的性能、低内存占用和多 app 管理等优点，并且搭配着 Nginx 就是一个生产环境了，能够将用户访问请求与应用 app 隔离开，实现真正的部署。相比来讲，支持的并发量更高，方便管理多进程，发挥多核的优势，提升性能。
Python后台开发

ㅤ普通",
HttpRequest 和 HttpResponse 是什么？干嘛用的？,"HttpRequest 是 django 接受用户发送多来的请求报文后，将报文封装到 HttpRequest 对象中去。
HttpResponse 返回的是一个应答的数据报文。render 内部已经封装好了 HttpResponse 类。
视图的第一个参数必须是 HttpRequest 对象，两点原因：表面上说，他是处理 web 请求的，所以必须是请求对象，根本上说，他是基于请求的一种 web 框架，所以，必须是请求对象。
因为 view 处理的是一个 request 对象，请求的所有属性我们都可以根据对象属性的查看方法来获取具体的信息：格式：request.属性
403 错误：表示资源不可用，服务器理解客户的请求，但是拒绝处理它，通常由于服务器上文件和目录的权限设置导致的 web 访问错误。如何解决：
(1) 把中间件注释。
(2) 在表单内部添加{% scrf_token %}
request.GET.get()取值时如果一键多值情况，get 是覆盖的方式获取的。getlist（）可以获取多值。
在一个有键无值的情况下，该键名 c 的值返回空。有键无值：c: getlist 返回的是列表，空列表在无键无值也没有默认值的情况下，返回的是 None 无键无值：e:None
常见方法：
应答对象：
方式一：render(request,”index.html”) 返回一个模板
render(request,”index.html”, context) 返回一个携带动态数据的页面
方式二：render_to_response(“index.html”) 返回一个模板页面
方式三：redirect(“/”) 重定向
方式四：HttpResponseRdeirect(“/”) 实现页面跳转功能
方式五：HttpResponse（”itcast1.0″)在返回到额页面中添加字符串内容
方式六：HttpResponseJson() 返回的页面中添加字符串内容。
JsonResponse 创建对象时候接收字典作为参数，返回的对象是一个 json 对象。
能接收 Json 格式数据的场景，都需要使用 view 的 JsonResponse 对象返回一个 json 格式数据
ajax 的使用场景，页面局部刷新功能。ajax 接收 Json 格式的数据。
在返回的应答报文中，可以看到 JsonResponse 应答的 content-Type 内容是 application/json
ajax 实现网页局部刷新功能：ajax 的 get()方法获取请求数据 ajax 的 each()方法遍历输出这些数据
Python后台开发

ㅤ普通",
Django 日志管理,"配置好之后：
可用函数有：logger.debug() logger.info() logger.warning() logger.error()
Django 文件管理：对于 jdango 老说，项目中的 css，js,图片都属于静态文件，我们一般会将静态文件放到一个单独的目录中，以方便管理，在 html 页面调用时，也需要指定静态文件的路径。静态文件可以放在项目根目录下，也可以放在应用的目录下，由于这些静态文件在项目中是通用的，所以推荐放在项目的根目录下。
在生产中，只要和静态文件相关的，所有访问，基本上没有 django 什么事，一般都是由 nignx 软件代劳了，为什么？因为 nginx 就是干这个的。
Python后台开发

ㅤ普通",
Python 基础面试题阅读指南（必看）,"大家好，我是帅地。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 什么是 Python？
1. 什么是 Python？
2. 赋值、浅拷贝和深拷贝的区别？
2. 赋值、浅拷贝和深拷贝的区别？
3. init 和new的区别？
3. init 和new的区别？
4. Python 的变量、对象以及引用？
4. Python 的变量、对象以及引用？
5. 创建百万级实例如何节省内存？
5. 创建百万级实例如何节省内存？
6. Python 里面如何生成随机数？
6. Python 里面如何生成随机数？
7. Python 是强语言类型还是弱语言类型？
7. Python 是强语言类型还是弱语言类型？
8. 谈一下什么是解释性语言，什么是编译性语言？
8. 谈一下什么是解释性语言，什么是编译性语言？
9. Python 中有日志吗?怎么使用？
9. Python 中有日志吗?怎么使用？
10. Python 是如何进行类型转换的？
10. Python 是如何进行类型转换的？
11. Python 中的作用域？
11. Python 中的作用域？
12. 什么是 Python 自省？
12. 什么是 Python 自省？
13. 什么是 Python 的命名空间？
13. 什么是 Python 的命名空间？
14. 你所遵循的代码规范是什么？
14. 你所遵循的代码规范是什么？
15. 关于 Python 程序的运行方面，有什么手段能提升性能？
15. 关于 Python 程序的运行方面，有什么手段能提升性能？
16. dict 的 items() 方法与 iteritems() 方法的不同？
16. dict 的 items() 方法与 iteritems() 方法的不同？
17. os.path和sys.path的区别？
17. os.path和sys.path的区别？
18. 4G 内存怎么读取一个 5G 的数据？
18. 4G 内存怎么读取一个 5G 的数据？
19. 输入某年某月某日，判断这一天是这一年的第几天？
19. 输入某年某月某日，判断这一天是这一年的第几天？
20. 说明一下 os.path 和 sys.path 分别代表什么？
20. 说明一下 os.path 和 sys.path 分别代表什么？
21. Python 中的 os 模块常见方法？
21. Python 中的 os 模块常见方法？
22. 说一下字典和 json 的区别？
22. 说一下字典和 json 的区别？
23. 什么是可变、不可变类型？
23. 什么是可变、不可变类型？
24. 存入字典里的数据有没有先后排序？
24. 存入字典里的数据有没有先后排序？
25. lambda 表达式格式以及应用场景？
25. lambda 表达式格式以及应用场景？
26. 如何理解 Python 中字符串中的\字符？
26. 如何理解 Python 中字符串中的\字符？
27. 常用的 Python 标准库都有哪些？
27. 常用的 Python 标准库都有哪些？
28. 如何在Python中管理内存？
28. 如何在Python中管理内存？
29. 介绍一下 except 的作用和用法？
29. 介绍一下 except 的作用和用法？
30. 在 except 中 return 后还会不会执行 finally 中的代码？怎么抛出自定义异常？
30. 在 except 中 return 后还会不会执行 finally 中的代码？怎么抛出自定义异常？
31. read、readline 和 readlines 的区别？
31. read、readline 和 readlines 的区别？
32. range 和 xrange 的区别？
32. range 和 xrange 的区别？
33. 请简述你对 input()函数的理解？
33. 请简述你对 input()函数的理解？
34. 代码中要修改不可变数据会出现什么问题？抛出什么异常？
34. 代码中要修改不可变数据会出现什么问题？抛出什么异常？
35. print 调用 Python 中底层的什么方法？
35. print 调用 Python 中底层的什么方法？
36. Python 的 sys 模块常用方法
36. Python 的 sys 模块常用方法
37. unittest 是什么？
37. unittest 是什么？
38. 模块和包是什么？
38. 模块和包是什么？
39. 什么是正则的贪婪匹配？
39. 什么是正则的贪婪匹配？
40. 常用字符串格式化哪几种？
40. 常用字符串格式化哪几种？
41. 面向对象深度优先和广度优先是什么？
41. 面向对象深度优先和广度优先是什么？
42. “一行代码实现 xx”类题目
==
42. “一行代码实现 xx”类题目
Python基础

ㅤ普通",
